fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,symbol
6/30/2018,USD,4618000000,5240000000,622000000,1021000000,2885000000,470000000,None,622000000,None,-155000000,None,155000000,None,82000000,None,152000000,2812000000,483000000,None,2329000000,1342000000,2885000000,3037000000,2329000000,V
1/31/2023,USD,38625000000,1.64E+11,1.25E+11,1.25E+11,5561000000,33064000000,None,33660000000,103000000,-507000000,18000000,525000000,1.63E+11,3848000000,None,2811000000,9368000000,3093000000,525000000,5809000000,6637000000,5561000000,12323000000,6275000000,WMT
10/31/2022,USD,37200000000,1.53E+11,1.16E+11,1.16E+11,2695000000,34505000000,None,34505000000,84000000,-500000000,84000000,584000000,1.51E+11,-3626000000,None,2755000000,-1462000000,336000000,584000000,-1767000000,-2684000000,2695000000,1908000000,-1798000000,WMT
7/31/2022,USD,37021000000,1.53E+11,1.16E+11,1.16E+11,6854000000,30167000000,None,30167000000,31000000,-448000000,31000000,479000000,1.51E+11,238000000,None,2968000000,6646000000,1497000000,479000000,5147000000,3753000000,6854000000,9822000000,5149000000,WMT
4/30/2022,USD,34722000000,1.42E+11,1.07E+11,1.07E+11,5318000000,29404000000,None,29404000000,36000000,-419000000,36000000,455000000,1.40E+11,-1998000000,None,2680000000,2852000000,798000000,455000000,2103000000,2322000000,5318000000,6036000000,2054000000,WMT
1/31/2022,USD,37349000000,1.53E+11,1.16E+11,1.16E+11,5887000000,31462000000,None,32027000000,47000000,-380000000,-41000000,339000000,1.52E+11,-725000000,None,1957000000,4711000000,1149000000,329000000,3633000000,3284000000,5887000000,7844000000,3562000000,WMT
10/31/2021,USD,35502000000,1.41E+11,1.05E+11,1.05E+11,5792000000,29710000000,None,29710000000,44000000,-442000000,44000000,486000000,1.37E+11,-1203000000,None,2650000000,4120000000,1015000000,2886000000,3132000000,2593000000,5792000000,7256000000,3105000000,WMT
7/31/2021,USD,35865000000,1.41E+11,1.05E+11,1.05E+11,7354000000,28511000000,None,28511000000,37000000,-478000000,37000000,515000000,1.40E+11,-953000000,None,2641000000,5835000000,1559000000,515000000,4364000000,4246000000,7354000000,8991000000,4276000000,WMT
4/30/2021,USD,35038000000,1.38E+11,1.03E+11,1.03E+11,6909000000,28129000000,None,28962000000,30000000,-536000000,30000000,566000000,1.37E+11,-2529000000,None,2661000000,3763000000,1033000000,566000000,2811000000,6550000000,6909000000,6990000000,2730000000,WMT
1/31/2021,USD,36818000000,1.52E+11,1.15E+11,1.15E+11,5487000000,31331000000,None,39287000000,30000000,-494000000,-11000000,483000000,1.44E+11,None,None,2819000000,-676000000,1415000000,483000000,-2008000000,759000000,5487000000,2667000000,-2091000000,WMT
10/31/2020,USD,34369000000,1.35E+11,1.00E+11,1.00E+11,5778000000,28591000000,None,28591000000,25000000,-516000000,25000000,541000000,1.34E+11,1853000000,None,2771000000,7049000000,1914000000,541000000,5201000000,6303000000,5778000000,10361000000,5135000000,WMT
7/31/2020,USD,35053000000,1.38E+11,1.03E+11,1.03E+11,6059000000,28994000000,None,28994000000,23000000,-635000000,23000000,658000000,1.37E+11,3222000000,None,2771000000,8683000000,2207000000,658000000,6439000000,6860000000,6059000000,12112000000,6476000000,WMT
4/30/2020,USD,32596000000,1.35E+11,1.02E+11,1.02E+11,5224000000,27372000000,None,27372000000,43000000,-549000000,43000000,592000000,1.34E+11,721000000,None,2791000000,5312000000,1322000000,592000000,4074000000,627000000,5224000000,8695000000,3990000000,WMT
1/31/2020,USD,33923000000,1.42E+11,1.08E+11,1.08E+11,5322000000,28601000000,None,21638000000,41000000,-611000000,264000000,875000000,1.41E+11,962000000,None,-7679000000,5520000000,1379000000,875000000,33923000000,3718000000,5322000000,-1284000000,4141000000,WMT
10/31/2019,USD,32091000000,1.28E+11,95900000000,95900000000,4718000000,27373000000,None,27500000000,44000000,-589000000,36000000,625000000,1.27E+11,244000000,None,2723000000,4340000000,1052000000,625000000,3288000000,2176000000,4718000000,7688000000,3288000000,WMT
7/31/2019,USD,32454000000,1.30E+11,97923000000,97923000000,5583000000,26871000000,None,26987000000,56000000,-585000000,48000000,633000000,1.29E+11,-85000000,None,2722000000,4843000000,1233000000,633000000,3610000000,3431000000,5583000000,8198000000,3610000000,WMT
4/30/2019,USD,30891000000,1.24E+11,93034000000,93034000000,4945000000,25946000000,None,28660000000,48000000,-625000000,48000000,673000000,1.23E+11,837000000,None,2714000000,5093000000,1251000000,673000000,3842000000,4293000000,4945000000,8480000000,3842000000,WMT
1/31/2019,USD,33886000000,1.39E+11,1.05E+11,1.05E+11,6067000000,27819000000,None,30554000000,64000000,-605000000,64000000,669000000,1.38E+11,202000000,None,2731000000,5538000000,1851000000,669000000,3687000000,3614000000,6067000000,8938000000,3687000000,WMT
10/31/2018,USD,31778000000,1.25E+11,93116000000,93116000000,4986000000,26792000000,None,26792000000,59000000,-534000000,59000000,593000000,1.24E+11,-1876000000,None,2615000000,2469000000,759000000,593000000,1710000000,2870000000,4986000000,5677000000,1710000000,WMT
7/31/2018,USD,32457000000,1.28E+11,95571000000,95571000000,5750000000,26707000000,None,26707000000,51000000,-503000000,51000000,554000000,0,-4849000000,None,2654000000,264000000,1125000000,554000000,-861000000,-3209000000,5750000000,3472000000,-861000000,WMT
4/30/2018,USD,30983000000,1.23E+11,91707000000,91707000000,5154000000,25829000000,None,28507000000,43000000,-487000000,43000000,530000000,1.22E+11,-1845000000,None,2678000000,2680000000,546000000,530000000,2134000000,3470000000,5154000000,5888000000,2134000000,WMT
3/31/2023,USD,3699900000,6960000000,3260100000,1626700000,-34400000,1749200000,1985100000,3734300000,34200000,-102800000,68600000,102800000,None,2200000,None,210000000,1529700000,184800000,102800000,1344900000,1412200000,1632500000,1704000000,1344900000,LLY
12/31/2022,USD,3585600000,7301800000,3716200000,1548100000,-671300000,1643200000,1995900000,4256900000,25500000,-84000000,58500000,84000000,0,-31300000,None,556400000,2096400000,158700000,84000000,1937700000,2388900000,2180400000,2392800000,1937700000,LLY
9/30/2022,USD,3634200000,6941600000,3307400000,1579100000,10600000,1614200000,1802900000,3623600000,20100000,-81500000,20100000,81500000,0,-18700000,None,362900000,1565500000,113800000,81500000,1451700000,1443600000,1647000000,2402100000,1451700000,LLY
6/30/2022,USD,3526700000,6488000000,2961300000,1430500000,119700000,1625100000,1781900000,3407000000,10200000,-81200000,10200000,81200000,None,-23600000,None,348900000,1090900000,138400000,81200000,952500000,890100000,1172100000,2080300000,952500000,LLY
3/31/2022,USD,4273300000,7810000000,3536700000,2072100000,1105300000,1557900000,1610100000,3168000000,7000000,-84900000,7000000,84900000,None,59300000,None,331200000,2053600000,150700000,84900000,1902900000,2020700000,2138500000,2735500000,1902900000,LLY
12/31/2021,USD,3697000000,7999900000,4302900000,2050200000,-587700000,1592000000,1898300000,4284700000,7400000,-81400000,74000000,81400000,0,17300000,None,445700000,1839900000,113800000,81400000,1726100000,3555700000,1921300000,2367000000,1726100000,LLY
9/30/2021,USD,3836700000,6772800000,2936100000,1430800000,549900000,1577900000,1705300000,3286800000,7000000,-83600000,76600000,83600000,-405200000,20100000,None,382300000,1245300000,135200000,488800000,1110100000,1224500000,1328900000,1711200000,1110100000,LLY
6/30/2021,USD,3172300000,6740100000,3567800000,1953200000,-186200000,1685700000,1655000000,3358500000,5400000,-86900000,5400000,86900000,None,-14500000,None,369300000,1593900000,203700000,86900000,1390200000,1498700000,1680800000,2050100000,1390200000,LLY
3/31/2021,USD,3212800000,6805600000,3592800000,1878600000,-259600000,1576000000,1672100000,3472400000,5500000,-87800000,5500000,87800000,None,28500000,None,350300000,1476400000,121100000,87800000,1355300000,1456100000,1564200000,1914500000,1355300000,LLY
12/31/2020,USD,3825500000,7440000000,3614500000,1719800000,35500000,1553900000,1728600000,3790000000,5800000,-89200000,83400000,89200000,0,-34000000,None,367500000,2469100000,352300000,89200000,2116800000,2175500000,2558300000,2925800000,2116800000,LLY
9/30/2020,USD,2857700000,5740600000,2882900000,1326400000,-278200000,1569100000,1465400000,3135900000,5800000,-89600000,83800000,89600000,0,-13000000,None,358400000,1437200000,228800000,89600000,1208400000,1336200000,1526800000,1885200000,1208400000,LLY
6/30/2020,USD,2864700000,5499400000,2634700000,1222000000,25900000,1448600000,1390200000,2838800000,7100000,-88300000,7100000,88300000,0,-84600000,None,324400000,1643700000,231700000,88300000,1412000000,1615000000,1732000000,2056400000,1412000000,LLY
3/31/2020,USD,3079800000,5859800000,2780000000,1215100000,78200000,1549600000,1392100000,3001600000,14300000,-92500000,14300000,92500000,0,-63900000,None,273600000,1679900000,223400000,92500000,1456500000,1094200000,1772400000,2046000000,1456500000,LLY
12/31/2019,USD,4679700000,6114000000,1434300000,1282600000,1400200000,1698100000,1581400000,3279500000,13200000,-95900000,13200000,95900000,-3933000000,-164900000,None,340700000,1663100000,167400000,348400000,1495700000,1495700000,1759000000,2099700000,1495700000,LLY
9/30/2019,USD,2941500000,5476600000,2535100000,1175000000,148300000,1412300000,1380900000,2793200000,17300000,-107400000,17300000,107400000,0,13000000,None,288000000,1405800000,151900000,107400000,1253900000,1119900000,1513200000,1801200000,1253900000,LLY
6/30/2019,USD,2975300000,5636700000,2661400000,1124900000,-13200000,1586300000,1402200000,2988500000,19400000,-110900000,19400000,110900000,0,9300000,None,247400000,1465900000,138700000,110900000,1327200000,1414200000,1576800000,1824200000,1327200000,LLY
3/31/2019,USD,2068400000,5092200000,3023800000,1138700000,-1103100000,1517100000,1230500000,2747600000,30600000,-86500000,104800000,86500000,3680500000,86000000,None,356500000,4411600000,170000000,86500000,561100000,4294300000,4498100000,4854600000,4241600000,LLY
12/31/2018,USD,4598900000,5637600000,1839700000,1129900000,1283600000,1693600000,1391800000,3085500000,42500000,-78200000,-21000000,57200000,242100000,-19100000,None,345500000,935200000,-189800000,-163900000,1125100000,1125100000,992400000,1362600000,1125000000,LLY
9/30/2018,USD,2862600000,5306900000,3199300000,1152900000,-180600000,1457200000,1280900000,2738100000,32100000,-69400000,-8600000,60800000,0,-35700000,None,415500000,1397000000,247500000,69400000,1149500000,1809700000,1457800000,1895900000,1149500000,LLY
6/30/2018,USD,2979300000,5585000000,3375900000,1234300000,-81900000,1485600000,1271000000,2756600000,41200000,-63300000,None,63300000,0,13900000,None,425200000,13400000,273300000,63300000,-259900000,-931100000,76700000,493300000,-259900000,LLY
3/31/2023,USD,15582000000,54642000000,22382000000,3299000000,8614000000,4344000000,None,6968000000,4215000000,20711000000,37004000000,16293000000,17638000000,None,None,-16722000000,15967000000,3345000000,16293000000,12622000000,15545000000,32260000000,15538000000,12622000000,JPM
12/31/2022,USD,11123000000,47409000000,21310000000,None,3882000000,4620000000,None,7241000000,3657000000,20192000000,33054000000,12862000000,14355000000,None,None,1671000000,13237000000,2229000000,12862000000,11008000000,12801000000,26099000000,12826000000,11008000000,JPM
9/30/2022,USD,12373000000,40809000000,20715000000,3528000000,5242000000,4545000000,None,7131000000,2932000000,17518000000,25611000000,8093000000,15198000000,None,None,1771000000,12001000000,2264000000,8093000000,9737000000,4972000000,20094000000,11519000000,9737000000,JPM
6/30/2022,USD,11842000000,34233000000,19850000000,3505000000,4914000000,4386000000,None,6928000000,2534000000,15128000000,18646000000,3518000000,15587000000,None,None,1789000000,10865000000,2216000000,3518000000,8649000000,3847000000,14383000000,10411000000,8649000000,JPM
3/31/2022,USD,10828000000,32341000000,20654000000,3634000000,3723000000,4414000000,None,7105000000,2224000000,13872000000,15496000000,1624000000,16845000000,None,None,1820000000,10063000000,1781000000,1624000000,8282000000,-1201000000,11687000000,9626000000,8282000000,JPM
12/31/2021,USD,-2315000000,30675000000,16600000000,9814000000,-9765000000,4610000000,None,7450000000,1979000000,13601000000,15019000000,1418000000,15656000000,None,None,1931000000,12657000000,2258000000,1418000000,10399000000,9352000000,14075000000,12185000000,10399000000,JPM
9/30/2021,USD,17881000000,31047000000,15536000000,3582000000,10988000000,4294000000,None,6893000000,1815000000,13080000000,14480000000,1400000000,16567000000,None,None,1928000000,14111000000,2424000000,1400000000,11687000000,10080000000,15511000000,13653000000,11687000000,JPM
6/30/2021,USD,19727000000,31832000000,15382000000,3578000000,12953000000,4204000000,None,6774000000,1847000000,12741000000,14094000000,1353000000,17738000000,None,None,2003000000,15097000000,3149000000,1353000000,11948000000,13477000000,16450000000,14645000000,11948000000,JPM
3/31/2021,USD,24269000000,33648000000,14569000000,3634000000,17653000000,4385000000,None,6616000000,1882000000,12889000000,14271000000,1382000000,19377000000,None,None,2070000000,17697000000,3397000000,1382000000,14300000000,7355000000,19079000000,17248000000,14300000000,JPM
12/31/2020,USD,26948000000,30627000000,14159000000,None,19936000000,4492000000,None,7012000000,1923000000,13258000000,14550000000,1292000000,16077000000,None,None,2127000000,15176000000,3040000000,1292000000,12136000000,11182000000,16468000000,14738000000,12136000000,JPM
9/30/2020,USD,13453000000,30942000000,17486000000,3706000000,6575000000,4176000000,None,6878000000,2110000000,13013000000,14700000000,1687000000,16242000000,None,None,2141000000,11769000000,2326000000,1687000000,9443000000,9594000000,13456000000,11341000000,9443000000,JPM
6/30/2020,USD,-2451000000,35334000000,27415000000,3670000000,-8719000000,4151000000,None,6268000000,2461000000,13853000000,16112000000,2259000000,19222000000,None,None,2149000000,5660000000,973000000,2259000000,4687000000,6058000000,7919000000,5238000000,4687000000,JPM
3/31/2020,USD,-2528000000,33008000000,25135000000,3644000000,-9256000000,4503000000,None,6728000000,2533000000,14439000000,19161000000,4722000000,13847000000,None,None,2197000000,3210000000,345000000,4722000000,2865000000,8714000000,7932000000,2778000000,2865000000,JPM
12/31/2019,USD,7444000000,34367000000,17766000000,None,415000000,4562000000,None,7029000000,2558000000,14166000000,19927000000,5761000000,14440000000,None,None,2139000000,10886000000,2366000000,5761000000,8520000000,8289000000,16647000000,10136000000,8520000000,JPM
9/30/2019,USD,12355000000,36184000000,17936000000,3604000000,5740000000,4549000000,None,6615000000,2450000000,14228000000,21121000000,6893000000,15063000000,None,None,2145000000,11405000000,2325000000,6893000000,9080000000,9766000000,18298000000,10931000000,9080000000,JPM
6/30/2019,USD,11271000000,35952000000,17490000000,3438000000,4690000000,4300000000,None,6581000000,2215000000,14398000000,21603000000,7205000000,14349000000,None,None,2046000000,11342000000,1690000000,7205000000,9652000000,11324000000,18547000000,10882000000,9652000000,JPM
3/31/2019,USD,10744000000,36059000000,17890000000,3432000000,4475000000,4311000000,None,6269000000,2068000000,14453000000,21389000000,6936000000,14670000000,None,None,2038000000,11233000000,2054000000,7441000000,9179000000,10128000000,18169000000,10807000000,9179000000,JPM
12/31/2018,USD,8938000000,32110000000,17268000000,8232000000,821000000,5966000000,None,8117000000,1951000000,14354000000,20601000000,6247000000,11509000000,None,None,2075000000,8841000000,1775000000,6684000000,7066000000,7984000000,15088000000,8417000000,7066000000,JPM
9/30/2018,USD,10773000000,32791000000,16571000000,3233000000,4636000000,4031000000,None,6137000000,1796000000,13908000000,19439000000,5531000000,13352000000,None,None,1992000000,10689000000,2309000000,5932000000,8380000000,7093000000,16220000000,10257000000,8380000000,JPM
6/30/2018,USD,10474000000,32834000000,17181000000,852000000,-3937000000,12285000000,None,14411000000,1778000000,13485000000,18566000000,5081000000,14268000000,None,852000000,1927000000,10572000000,2256000000,5384000000,8316000000,8241000000,15653000000,10136000000,8316000000,JPM
3/31/2023,USD,4166000000,20068000000,15902000000,10404000000,4248000000,5416000000,None,5498000000,83000000,-222000000,83000000,222000000,None,179000000,None,692000000,4261000000,864000000,222000000,3424000000,3637000000,4483000000,5175000000,3397000000,PG
12/31/2022,USD,4706000000,20773000000,16067000000,10897000000,4785000000,5091000000,None,5170000000,66000000,-171000000,105000000,171000000,None,155000000,None,653000000,4809000000,876000000,171000000,3959000000,4238000000,4980000000,5633000000,3933000000,PG
9/30/2022,USD,4276000000,20612000000,16336000000,10846000000,4939000000,4827000000,None,5489000000,42000000,-123000000,81000000,123000000,None,139000000,None,663000000,4973000000,1034000000,123000000,3963000000,3317000000,5096000000,5759000000,3939000000,PG
6/30/2022,USD,5118000000,19515000000,14397000000,10802000000,3598000000,5115000000,None,5594000000,21000000,-115000000,21000000,115000000,0,146000000,None,-1773000000,3644000000,592000000,115000000,3058000000,4311000000,3759000000,1986000000,3052000000,PG
3/31/2022,USD,3945000000,19381000000,15436000000,10326000000,4024000000,5031000000,None,5110000000,9000000,-109000000,9000000,109000000,0,147000000,None,690000000,4059000000,704000000,109000000,3367000000,3471000000,4168000000,4858000000,3355000000,PG
12/31/2021,USD,5094000000,20953000000,15859000000,10664000000,5168000000,5121000000,None,5195000000,10000000,-106000000,96000000,106000000,None,167000000,None,684000000,5220000000,997000000,106000000,4242000000,4721000000,5326000000,6010000000,4223000000,PG
9/30/2021,USD,4312000000,20338000000,16026000000,10365000000,5023000000,4950000000,None,5588000000,11000000,-109000000,98000000,109000000,None,110000000,None,711000000,5021000000,909000000,109000000,4126000000,3794000000,5130000000,5841000000,4112000000,PG
6/30/2021,USD,4917000000,18946000000,14029000000,9791000000,3540000000,5615000000,None,6137000000,15000000,-117000000,15000000,117000000,16000000,126000000,None,-1707000000,3562000000,656000000,117000000,2908000000,4651000000,3679000000,1972000000,2906000000,PG
3/31/2021,USD,3573000000,18109000000,14536000000,8922000000,3785000000,5402000000,None,5614000000,11000000,-106000000,95000000,106000000,0,187000000,None,683000000,3897000000,628000000,106000000,3249000000,2871000000,4003000000,4686000000,3269000000,PG
12/31/2020,USD,5236000000,19745000000,14509000000,9253000000,5380000000,5112000000,None,5256000000,9000000,-143000000,9000000,143000000,None,-369000000,None,671000000,4844000000,990000000,143000000,3887000000,4644000000,4987000000,5658000000,3854000000,PG
9/30/2020,USD,4588000000,19318000000,14730000000,9142000000,5281000000,4895000000,None,5576000000,10000000,-136000000,126000000,136000000,None,142000000,None,671000000,5266000000,989000000,136000000,4308000000,4561000000,5402000000,6073000000,4277000000,PG
6/30/2020,USD,17698000000,17698000000,12740000000,8942000000,3481000000,5275000000,None,5594000000,22000000,-157000000,135000000,157000000,-7000000,115000000,None,-1839000000,3475000000,675000000,157000000,3481000000,2551000000,3632000000,1793000000,2800000000,PG
3/31/2020,USD,3144000000,17214000000,14070000000,8716000000,3453000000,5045000000,None,5354000000,39000000,-100000000,39000000,100000000,0,106000000,None,799000000,3458000000,541000000,100000000,2957000000,1943000000,3558000000,4357000000,2917000000,PG
12/31/2019,USD,4286000000,18240000000,13954000000,8869000000,4482000000,4889000000,None,5085000000,36000000,-100000000,36000000,100000000,None,114000000,None,677000000,4506000000,789000000,100000000,3743000000,4073000000,4606000000,5283000000,3717000000,PG
9/30/2019,USD,3474000000,17798000000,14324000000,8723000000,4290000000,4785000000,None,5599000000,58000000,-108000000,58000000,108000000,None,103000000,None,723000000,4319000000,726000000,108000000,3617000000,3231000000,4427000000,5150000000,3593000000,PG
6/30/2019,USD,17094000000,17094000000,20955000000,8938000000,-5192000000,5003000000,None,13609000000,52000000,-111000000,52000000,111000000,None,186000000,None,-1655000000,-5069000000,172000000,111000000,-5192000000,-5209000000,-4958000000,-6613000000,-5241000000,PG
3/31/2019,USD,3015000000,16462000000,13447000000,8427000000,3229000000,4806000000,None,5020000000,52000000,-131000000,79000000,131000000,None,128000000,None,711000000,3247000000,502000000,131000000,2776000000,2933000000,3378000000,4089000000,2745000000,PG
12/31/2018,USD,3638000000,17438000000,13800000000,8919000000,3896000000,4623000000,None,4881000000,63000000,-138000000,None,138000000,None,95000000,None,650000000,3894000000,700000000,138000000,3216000000,3171000000,4032000000,4682000000,3194000000,PG
9/30/2018,USD,2774000000,16690000000,13916000000,8484000000,3554000000,4652000000,None,5071000000,53000000,-129000000,None,129000000,None,462000000,None,643000000,3928000000,729000000,129000000,3211000000,3141000000,4057000000,4700000000,3199000000,PG
6/30/2018,USD,16503000000,16503000000,12598000000,9070000000,2587000000,4846000000,1908000000,5480000000,63000000,-136000000,None,136000000,-170000000,-225000000,None,-1782000000,2290000000,399000000,482000000,1890000000,1033000000,2426000000,644000000,1891000000,PG
3/31/2023,USD,25,25,8182000000,8182000000,28,13483000000,None,None,None,None,270000000,None,None,None,None,None,24737000000,None,None,None,None,None,28,19814000000,NVO
12/31/2022,USD,39830000000,48092000000,8262000000,8262000000,8279000000,1348000000,8085000000,22743000000,None,4656000000,3200000000,8037000000,None,None,None,2035000000,16316000000,2724000000,None,13592000000,None,8279000000,10314000000,13592000000,NVO
9/30/2022,USD,38366000000,45566000000,7200000000,7200000000,20184000000,1158000000,5633000000,18182000000,None,-2152000000,2152000000,3725000000,None,None,None,3614000000,18032000000,3627000000,None,14405000000,None,20184000000,23798000000,14405000000,NVO
6/30/2022,USD,35196000000,41265000000,6069000000,6069000000,18391000000,991000000,5123000000,16805000000,None,-1596000000,1656000000,3252000000,None,None,None,3292000000,16795000000,3477000000,None,13318000000,None,18391000000,21683000000,13318000000,NVO
3/31/2022,USD,35114000000,42031000000,6917000000,6917000000,19147000000,970000000,5206000000,15967000000,None,-1228000000,210000000,1438000000,None,None,None,1860000000,17919000000,3709000000,None,14210000000,None,19147000000,21007000000,14210000000,NVO
12/31/2021,USD,32092000000,38333000000,6241000000,6241000000,11726000000,1190000000,5632000000,18458000000,None,-1137000000,521000000,1387000000,None,None,None,2082000000,13113000000,2221000000,None,10892000000,None,11726000000,13808000000,10892000000,NVO
9/30/2021,USD,29563000000,35622000000,6059000000,6059000000,15249000000,1024000000,4252000000,14314000000,None,-137000000,790000000,927000000,None,None,None,1349000000,15112000000,2993000000,None,12119000000,None,16039000000,17388000000,12119000000,NVO
6/30/2021,USD,27494000000,33041000000,5547000000,5547000000,14779000000,904000000,3944000000,12715000000,None,138000000,138000000,None,None,None,None,1217000000,14917000000,2794000000,None,12123000000,None,14917000000,16134000000,12123000000,NVO
3/31/2021,USD,27993000000,33804000000,5811000000,5811000000,14982000000,932000000,3944000000,13011000000,None,956000000,1753000000,797000000,None,None,None,1377000000,15938000000,3315000000,None,12623000000,None,16735000000,18112000000,12623000000,NVO
12/31/2020,USD,26519000000,32138000000,5619000000,5619000000,11178000000,1198000000,4483000000,15341000000,None,1617000000,61000000,1706000000,None,None,None,1379000000,12002000000,2684000000,None,9318000000,None,10296000000,11675000000,9318000000,NVO
9/30/2020,USD,25772000000,30927000000,5155000000,5155000000,12808000000,1006000000,3911000000,12964000000,None,-117000000,117000000,279000000,None,None,None,2130000000,12691000000,2393000000,None,10298000000,None,12970000000,15100000000,10298000000,NVO
6/30/2020,USD,25234000000,30006000000,4772000000,4772000000,13838000000,827000000,3291000000,11396000000,None,-422000000,422000000,519000000,None,None,None,1158000000,13416000000,2791000000,None,10625000000,None,13935000000,15093000000,10625000000,NVO
3/31/2020,USD,28489000000,33875000000,5386000000,5386000000,16302000000,927000000,3777000000,12187000000,None,-1281000000,1281000000,1298000000,None,None,None,1086000000,15021000000,3124000000,None,11897000000,None,16319000000,17405000000,11897000000,NVO
12/31/2019,USD,26985000000,32417000000,5432000000,5432000000,11873000000,1235000000,4384000000,15112000000,None,2700000000,794000000,2961000000,None,0,None,1398000000,11079000000,2362000000,None,8717000000,None,8118000000,9516000000,8717000000,NVO
9/30/2019,USD,25202000000,30277000000,5075000000,5075000000,12919000000,1009000000,3601000000,12283000000,None,-812000000,812000000,829000000,None,0,None,2095000000,12107000000,1913000000,None,10194000000,None,12936000000,15031000000,10194000000,NVO
6/30/2019,USD,25187000000,30036000000,4849000000,4849000000,13452000000,852000000,3557000000,11735000000,None,-1307000000,1307000000,1322000000,None,0,None,1110000000,12145000000,2550000000,None,9595000000,None,13467000000,14577000000,9595000000,NVO
3/31/2019,USD,24559000000,29291000000,4732000000,4732000000,14239000000,911000000,2678000000,10320000000,None,-1017000000,1017000000,1030000000,None,0,None,1058000000,13222000000,2777000000,None,10445000000,None,14252000000,15310000000,10445000000,NVO
12/31/2018,USD,25079000000,29732000000,4653000000,4653000000,10783000000,1269000000,4544000000,14296000000,None,None,None,1294000000,None,0,None,1642000000,10370000000,1873000000,None,726039.82,None,9076000000,10718000000,8497000000,NVO
9/30/2018,USD,23347000000,27762000000,4415000000,4415000000,11813000000,932000000,3644000000,11534000000,None,None,None,675000000,None,0,None,783000000,11138000000,2101000000,None,1403239080,None,11813000000,12596000000,9037000000,NVO
6/30/2018,USD,23055000000,27407000000,4352000000,4352000000,12204000000,851000000,3296000000,10851000000,None,None,None,745000000,None,0,None,768000000,12498000000,2155000000,None,1615563643,None,13243000000,14011000000,10343000000,NVO
3/31/2018,USD,22733000000,26930000000,4197000000,4197000000,12448000000,864000000,3321000000,10285000000,None,None,None,37000000,None,None,None,732000000,13609000000,2858000000,None,1775469423,None,13646000000,14378000000,10751000000,NVO
3/31/2023,USD,3347000000,5748000000,2401000000,None,3136000000,2210000000,None,2612000000,55000000,-132000000,289000000,132000000,-212000000,6000000,None,191000000,2851000000,492000000,132000000,2149000000,2383000000,3136000000,3174000000,2359000000,MA
12/31/2022,USD,3199000000,5817000000,2618000000,1381000000,3184000000,2434000000,None,2633000000,33000000,-127000000,106000000,127000000,-25908000000,11000000,None,184000000,3085000000,564000000,127000000,2513000000,2885000000,3184000000,3396000000,2521000000,MA
9/30/2022,USD,3320000000,5756000000,2436000000,1382000000,3112000000,2251000000,None,2644000000,16000000,-120000000,44000000,120000000,9167000000,4000000,None,185000000,3069000000,573000000,120000000,2499000000,2111000000,3112000000,3374000000,2496000000,MA
6/30/2022,USD,3151000000,5497000000,2346000000,1319000000,3018000000,2157000000,None,2479000000,7000000,-114000000,224000000,114000000,8704000000,4000000,None,189000000,2795000000,523000000,114000000,2275000000,1838000000,3018000000,3098000000,2272000000,MA
3/31/2022,USD,2950000000,5167000000,2217000000,1181000000,2950000000,2025000000,None,2217000000,5000000,-110000000,181000000,110000000,7949000000,4000000,None,192000000,2770000000,142000000,110000000,2555000000,2639000000,2950000000,3072000000,2628000000,MA
12/31/2021,USD,2827000000,5216000000,2389000000,1089000000,2827000000,2200000000,None,2389000000,2000000,-108000000,5000000,108000000,8483000000,-9000000,None,189000000,2824000000,444000000,108000000,2490000000,2362000000,2827000000,3121000000,2380000000,MA
9/30/2021,USD,2744000000,4985000000,2241000000,1166000000,2717000000,2053000000,None,2268000000,5000000,-110000000,92000000,110000000,7826000000,7000000,None,188000000,2805000000,402000000,110000000,2414000000,2265000000,2717000000,3103000000,2403000000,MA
6/30/2021,USD,2408000000,4528000000,2120000000,1130000000,2341000000,1934000000,None,2187000000,3000000,-106000000,140000000,106000000,7219000000,-3000000,None,186000000,2478000000,412000000,106000000,2066000000,2151000000,2341000000,2770000000,2066000000,MA
3/31/2021,USD,2197000000,4155000000,1958000000,1104000000,2197000000,1795000000,None,1958000000,1000000,-107000000,12000000,107000000,6522000000,5000000,None,163000000,2191000000,362000000,107000000,1922000000,1771000000,2197000000,2461000000,1829000000,MA
12/31/2020,USD,2103000000,4120000000,2017000000,970000000,2058000000,1867000000,None,2062000000,-3000000,-105000000,112000000,105000000,6646000000,-2000000,None,150000000,2205000000,383000000,105000000,2005000000,2022000000,2058000000,2460000000,1822000000,MA
9/30/2020,USD,2105000000,3837000000,1732000000,940000000,2105000000,1591000000,None,1732000000,3000000,-105000000,193000000,105000000,5935000000,3000000,None,141000000,1947000000,402000000,105000000,1513000000,1711000000,2105000000,2193000000,1545000000,MA
